0,1,2,4,3
How about some testimonies from real health experts?,"Also, who's to say there aren't testimonies from ""real"" health experts on there?",3.0,"['इसके अलावा, कौन कह सकता है कि वहाँ पर ""रियल"" स्वास्थ्य विशेषज्ञों के साक्ष्य नहीं हैं?']",['असली स्वास्थ्य विशेषज्ञों के कुछ साक्ष्य के बारे में क्या होगा?']
"""Then the captain was gone.",Then the captain came back.,0.800000011920929,['फिर कप्तान वापस आया।'],['तब कप्तान चला गया।']
The problem is simpler than that.,The problem is simple.,3.799999952316284,['समस्या सरल है।'],['समस्या इससे भी सरल है।']
NEGATIVE RECONNAISSANCE REQUIREMENTS.,PACIFIC REQUIREMENTS .,1.0,['समुद्री आवश्यकताएं'],['ऋणात्मक समझौता आवश्यकताएं.']
"So, I am dropping, for now, asking you the question: "" Where ' s the Marx "" ?","I am moving on to ask you the question: "" Where ' s the beef "" ?",0.4000000059604645,['मैं आपसे यह प्रश्न पूछने के लिए आगे बढ़ रहा हूंः “ मांस कहां है? ”'],['इसलिए अब मैं आपसे यह प्रश्न पूछ रहा हूं कि मार्क्स कहाँ है?']
go figure You're asking me to prove a negative?,You're asking me to prove a negative?,4.599999904632568,['आप मुझे एक नकारात्मक साबित करने के लिए पूछ रहे हैं?'],['तुम मुझे एक नकारात्मक साबित करने के लिए पूछ रहे हैं?']
I am OK with MEDICAL use!,I AM OK WITH MEDICAL USE!!,5.0,['मैं चिकित्सकीय उपयोग के साथ ठीक हूँ!'],['मैं चिकित्सकीय उपयोग के साथ ठीक हूँ!']
The prices for everything you need have gone up due to inflation.,The prices of everything you own IE assets have gone down.,2.0,['आपके पास आई. ई. आस्तियों की कीमतें घट गई हैं।'],['मुद्रास्फीति के कारण हर चीज की कीमतें बढ़ गई हैं।']
War in the middle east.,A WAR in the middle east.,5.0,['मध्य पूर्व में एक युद्ध।'],['मध्य पूर्व में युद्ध।']
Originally Posted by Vienna How was it authoritarian?,Originally Posted by zaf I give up.,0.6000000238418579,['मूलतः Posted by zaf I give up.'],['मूलतः विएना द्वारा प्रकाशित How was it authoritarian?']
Imagine a place that's % white and % black.,Imagine a place with % men and % women.,1.0,['% पुरुषों और% महिलाओं के साथ एक स्थान की कल्पना करें।'],['एक स्थान की कल्पना करें जो% सफेद और% काला है।']
There's no chance of a fair trial.,there is no chance at a fair trial.,5.0,['न्यायिक मुकदमे के लिए कोई अवसर नहीं है।'],['न्यायिक मुकदमे की कोई संभावना नहीं है।']
Nirvana is very different than oblivion.,Nirvana is NOT oblivion.,3.5999999046325684,['निर्वाण स्मरण नहीं है।'],['निर्वाण स्मरण से बहुत भिन्न है।']
We in Britain think differently to Americans.,Originally Posted by zaf We in Britain think differently to Americans.,4.0,['हम ब्रिटेन में अमरीकी से अलग सोचते हैं।'],['हम ब्रिटेन में अमरीकी से अलग सोचते हैं।']
If you answer yes to  and no to  you are probably straight.,If you answer no to  but yes to  then you are probably straight.,3.0999999046325684,"[""अगर आप 'नहीं' बल्कि 'हाँ' का उत्तर देते हैं तो आप शायद सीधा हो सकते हैं।""]",['अगर आप हाँ और न जवाब देते हैं तो शायद आप सीधा हैं।']
The whole earth combined produces enough food for  billion people.,Who does it now only produce enough for  billion?,2.200000047683716,['अब यह केवल अरब के लिए पर्याप्त उत्पादन करता है?'],['पूरी पृथ्वी एक साथ एक अरब लोगों के लिए पर्याप्त भोजन पैदा करती है।']
BTW he had appropriate deferments for the time.,"Appropriate deferments for the time, eh?",3.200000047683716,"['समय के लिए उपयुक्त विलंब, हं?']",['बेशक उस समय के लिए उनके पास उचित समय की देरी थी।']
"Hey, Blue-Eyes, How's things in London?","**smooches Ran** Hey, Blue-Eyes, How's things in London?",4.400000095367432,"['हू, ब्लू-ईयॉ, लंदन में क्या है?']","['හේ, ब्लू-ईयस, लंदन में क्या है?']"
but in the news broadcasts i have seen they did call him white.,"but it seems it would have less ""impact"" if they didn't call him white.",2.200000047683716,"['लेकिन ऐसा लगता है कि अगर वे उसे सफेद नहीं कहते तो यह कम ""impact"" होगा।']",['लेकिन समाचार प्रसारणों में मैंने देखा है कि उन्होंने उसे सफेद कहा है।']
"According to the girlfriend and Zimmerman, he did.",According to Zimmerman he did.,2.4000000953674316,['जिमरमैन के अनुसार उसने ऐसा किया।'],"['girlfriend और Zimmerman के अनुसार, उसने ऐसा किया।']"
My parents have told me it is bad for you.,My teachers have told me it is bad for you.,2.799999952316284,['मेरे शिक्षकों ने मुझे बताया है कि यह तुम्हारे लिए बुरा है।'],['मेरे माता-पिता ने मुझे बताया है कि यह तुम्हारे लिए बुरा है।']
.Nazi is a slang term for the NSWP.,Originally Posted by Odins eye .Nazi is a slang term for the NSWP.,4.599999904632568,['मूलतः ओडिन्स ने लिखा था। नाजी एनएसडब्ल्यूपी के लिए एक लैंग शब्द है।'],['‘नाजी’ एनएसडब्ल्यूपी के लिए एक लैंग शब्द है।']
I oppose the death penalty.,This is why I support the death penalty.,1.0,['इसीलिए मैं मृत्यु दंड का समर्थन करता हूं।'],['मैं मृत्यु दंड का विरोध करता हूं।']
"Well, whatever, you are now.","Well, whatever, you're aware of it now.",2.200000047683716,"['खैर, जो भी हो, आप अब इसके बारे में सचेत हैं।']","['खैर, जो भी हो, आप अब हैं।']"
"They produce nothing I can eat, wear, live in.","Think about all the things you can't ""eat, wear, or live in"".",2.200000047683716,"['उन सब चीजों के बारे में सोचो जिनमें आप न खा सकते हैं, न पहन सकते हैं और न रह सकते हैं।']","['वे कुछ भी नहीं पैदा करते जिसमें मैं खा सकता, पहन सकता, रह सकता।']"
DICKSHOT Matt Holliday owns.,"Matt Holliday owns, y'all.",3.799999952316284,"['मैट होलिडे के स्वामित्व में है, आप सभी.']",['डिकशोट मैट होलिडे के स्वामित्व में है.']
People exploited the laws.,People bent the laws.,2.799999952316284,['लोग कानूनों को झुकाते थे।'],['लोग कानूनों का शोषण करते थे।']
"Funny, I thought the same thing about some math.",And here I thought I knew me some math.,2.200000047683716,['और यहाँ मुझे लगता था कि मैं मुझे कुछ गणित जानता हूँ।'],"['मजेदार, मैं कुछ गणित के बारे में एक ही बात सोचा था।']"
"I have  years of ""Neener Neener"" rights I use lettuce too.","I have  years of ""Neener Neener"" rights Hi Wiggies!",2.5999999046325684,"['मेरे पास वर्षों के ""नेनेनेर नेनेर"" अधिकार है।']","['मेरे पास कई वर्षों के ""नेनेनेर नेनेर"" अधिकार हैं।']"
"I don't prefix or suffix everything with ""you hate Jews.""",You should stop prefixing or suffixing everything with you hate Jews.,3.0,['तुम्हें यहूदियों को घृणा करने के साथ हर चीज़ का उपसर्ग या उपसर्ग करने को बंद करना चाहिए।'],"['मैं सब कुछ ""तुम यहूदियों से घृणा करते हो"" के साथ उपसर्ग या प्रत्यय नहीं करता।']"
I wood have asked her if she is up for a treesome.,I wood have at least asked if a threesome was out of the question.,4.800000190734863,['मैंने कम से कम पूछा है कि अगर एक तीनsome प्रश्न से बाहर था।'],['मैंने उससे पूछा है कि क्या वह एक पेड़-पौधे के लिए तैयार है।']
It still makes no sense.,It's you who makes no sense.,1.399999976158142,['यह आप है जो कोई अर्थ नहीं है।'],['अब भी इसका कोई अर्थ नहीं है।']
More expensive homes.,More expensive cars.,1.2000000476837158,['अधिक महंगे कारें।'],['अधिक महंगे घर।']
"Martin said, ""Why are you following me?""","Zimmerman replied, ""What are you doing here?""",0.800000011920929,"['जिमरमैन ने कहा, ""तुम यहाँ क्या कर रहे हो?""']","['मार्टिन ने कहा, ""तुम मेरी पैरवी क्यों कर रहे हो?""']"
ALTHOUGH SATELLITE INTENSITY ESTIMATES FROM TAFB AND SAB ARE ONLY T./,SUBJECTIVE DVORAK INTENSITY ESTIMATES FROM TAFB AND SAB INCREASED TO  KT.,2.0,['SUBJECTIVE DVORAK INTENSITY ESTIMATES FROM TAFB AND SAB INCREASED TO KT.'],['यद्यपि टाब्ब और साब के अंतरिक्षीय सटीकता अनुमान केवल टी./']
"""Fairies don't exist"" - fine.","""Satyrs don't exist"" - fine.",1.2000000476837158,"['""शैतारी नहीं है"" ठीक है।']","['""विपत्तियां अस्तित्व में नहीं हैं""-ठीक है।']"
You wanna know what I find curious?,That's what I find curious.,2.799999952316284,['मुझे यह अजीब लगता है।'],['आप जानना चाहते हैं कि मैं क्या चिन्तित पाया है?']
When did I compare homo sexuaity with a developmental disorder?,I compared homo phobia with a developmental disorder.,2.5999999046325684,['मैंने होमो फॉबीया को विकास संबंधी विकारों के साथ तुलना की।'],['जब मैंने विकास विकार के साथ समलिंगीता को तुलना की थी?']
"If you asked , conservatives, the numbers will be skewed to the right.","If you asked , progressives, the numbers would be skewed to the left.",2.5999999046325684,"['अगर आप पूछते हैं, प्रगतिशील, संख्याएँ बाएँ की ओर विकृत हो जाएगा।']","['यदि आप, परम्परावादी से पूछते हैं, तो संख्याएँ सही दिशा में विकृत होंगी।']"
You didn't mention PFA before that one post.,I didn't mention restraining order either.,0.800000011920929,['मैं भी प्रतिबंध व्यवस्था का उल्लेख नहीं किया था।'],['आपने उस एक पद से पहले पीएफए का उल्लेख नहीं किया था।']
Ramblin' Rose by Nat King Cole We are all vessels filled with many wonders.,Eye of the Tiger We are all vessels filled with many wonders.,2.4000000953674316,['हम सभी अनेक चमत्कारों से भरे हुए पोत हैं।'],['हम सभी अनेक आश्चर्यों से भरे जहाज हैं।']
from the year prior.,warmed.C from the year prior.,3.0,['पिछले साल से गर्म. सी.'],['पिछले साल से।']
Still love this show.,"Holy poo poo, this show.",1.0,"['पाकीज़ा पाकीज़ा, यह शो।']",['मैं अभी भी इस कार्यक्रम को पसंद करता हूँ।']
their vast properties are protected by the govt.,their great wealth is protected by the govt.,3.200000047683716,['उनके विशाल धन का संरक्षण सरकार द्वारा किया जाता है।'],['उनकी विशाल संपत्तियां सरकार द्वारा सुरक्षित हैं।']
"Fundimental difference, please?",Fundamental difference?,4.599999904632568,['मूलभूत अंतर?'],"['धनराशि अंतर, कृपया?']"
How exactly is Germany being 'punished' for the stupidity of WW?,How exactly are they being punished?,1.399999976158142,['वे किस प्रकार दंडित किए जा रहे हैं?'],"[""द्वितीय विश्वयुद्ध के मूर्खता के लिए जर्मनी को किस प्रकार 'बनाया जा रहा है?""]"
"Z stalked him down, then shot him.","You claimed Zimmerman "" Stalked him down, then shot him "".",3.0,"['आप जिमरमैन का दावा किया था "" उसे दबा दिया, फिर उसे गोली चला दी "".']","['Z ने उसे पीछे लगा लिया, फिर गोली चला दी।']"
"I'm not outraged, I'm disappointed.","God bless I'm not outraged, I'm disappointed.",5.0,"['ईश्वर की कृपा से मैं क्रोधित नहीं हूँ, मैं निराश हूँ।']","['मैं क्रोधित नहीं हूँ, मैं निराश हूँ।']"
We never got out of it in the first place!,Where does the money come from in the first place?,0.800000011920929,['पहले तो ये पैसे कहाँ से आते हैं?'],['हमने इससे पहले कभी बाहर नहीं निकला था!']
Freedom of speech has consequences!,If freedom of speech has consequences then it is not free.,2.1111111640930176,['यदि अभिव्यक्ति की स्वतंत्रता के परिणाम होते हैं तो वह स्वतंत्र नहीं है।'],['अभिव्यक्ति की स्वतंत्रता के परिणाम हैं!']
My parents have told me it is bad for you.,My teachers have told me it is bad for you.,2.799999952316284,['मेरे शिक्षकों ने मुझे बताया है कि यह तुम्हारे लिए बुरा है।'],['मेरे माता-पिता ने मुझे बताया है कि यह तुम्हारे लिए बुरा है।']
"if you could kill one person to save four, would you?","As to would I kill  person to save , I have no idea.",2.0,"['क्या मैं व्यक्ति को बचाने के लिए मारूँगा, इसका मुझे कोई विचार नहीं है।']","['अगर आप चारों को बचाने के लिए एक आदमी को मार सकते हैं, तो क्या आप कर सकते हैं?']"
It's not imposing morals.,It's imposing a law.,1.100000023841858,['यह एक कानून लागू कर रहा है।'],['यह नैतिकता का अधिरोपण नहीं है।']
It depends how you define extreme.,"Depends on how you define ""extreme"".",5.0,"['इस पर निर्भर करता है कि आप ""अत्याधिक"" को कैसे परिभाषित करते हैं।']",['यह निर्भर करता है कि आप कैसे परिभाषित करते हैं अतिवादी।']
At least Mexico had a presence in California.,Mexico has ZERO claim to California.,1.2000000476837158,['मेक्सिको को कैलिफोर्निया का ZERO दावा है।'],['कम से कम मेक्सिको का कैलिफोर्निया में मौजूदा था।']
"So YES, we DO read the bible to learn about Christianity.",personally i would read the bible to learn about christianity.,3.0,['व्यक्तिगत रूप से मैं ईसाई धर्म के बारे में सीखने के लिए बिबल पढ़ता था।'],"['तो हाँ, हम ईसाई धर्म के बारे में सीखने के लिए धर्मग्रंथ पढ़ते हैं।']"
"Ah ha, ha, ha, ha, ha!","Ha, ha, ha, ha, ha, ha!",4.5,"['हा, हा, हा, हा, हा!']","['है, है, है, है, है!']"
And that's why you're yelling at me and refusing to answer my questions?,Still refusing to answer my questions?,3.4000000953674316,['मेरे प्रश्नों का उत्तर देने से अभी भी इंकार कर रहे हैं?'],['और इसीलिए तुम मुझसे चिल्ला रहे हो और मेरे सवालों का जवाब देने से इंकार कर रहे हो?']
"You have too much regulation, not too little.","You have to much intervention in free markets, not too little.",3.799999952316284,"['आपको मुक्त बाजारों में बहुत अधिक हस्तक्षेप करना होगा, कम नहीं।']","['आपके पास बहुत अधिक विनियमन है, बहुत कम नहीं।']"
The Human Element You could sign Lance Berkman at the end of the year I guess?,You could sign Lance Berkman at the end of the year I guess?,4.0,['आप साल के अंत में लैंस बेर्कमैन पर हस्ताक्षर कर सकते हैं मुझे लगता है?'],['मुझे लगता है कि साल के अंत में आप लैंस बर्कमैन पर हस्ताक्षर कर सकते हैं?']
Why was the Book of Thomas left out of the canon?,Why would the addition of more of Jesus words be left out of the canon?,2.5999999046325684,['ईसा के अधिक शब्दों की जोड़ी कानून के बाहर क्यों छोड़ दी जायेगी?'],['थोमस की पुस्तक कैनन में क्यों नहीं रखी गई?']
"You mean, you believe the word of the Mainstream Media?","You mean, you believe the word of the SpringHallConvert?",1.7999999523162842,"['आप मतलब है, आप SpringHallConvert शब्द का विश्वास करते हैं?']","['आप मतलब है, आप mainstream मीडिया का शब्द मानते हैं?']"
We are meant to explore.,We are meant to move.,2.4000000953674316,['हम चलना चाहते हैं।'],['हमें खोजना है।']
"Israel doesn't give a ****, accept it.",That Israel doesn't giva a **** what anybody else thinks.,3.4000000953674316,['यह कि इजरायल किसी भी व्यक्ति के विचारों को नहीं समझता।'],"['इसराइल ने कोई **** नहीं दिया है, इसे स्वीकार करें।']"
We are all vessels filled with many wonders.,I Want to Rock and Roll by Kiss We are all vessels filled with many wonders.,3.4000000953674316,['हम सभी अनेक आश्चर्यों से भरे बर्तन हैं।'],['हम सभी अनेक आश्चर्यों से भरे हुए पात्र हैं।']
Slutstamp! A dear friend from Ohio sent me this.,A dear friend from Ohio sent me this.,3.5999999046325684,['ओहायो से एक प्रिय मित्र ने मुझे यह भेजा।'],['Slutstamp! ओहायो से एक प्रिय मित्र ने मुझे यह भेजा।']
"And yet, the Titanic story is the one that holds up to scrutiny of the evidence.",The new study shows that the Titanic story does not stand up to scrutiny imo.,1.600000023841858,['नए अध्ययन से पता चलता है कि टाइटैनिक की कहानी जांच के लिए तैयार नहीं है.'],"['और फिर भी, टाइटैनिक की कहानी एक ऐसी है जो प्रमाणों की गहराई से जांच करती है।']"
Can he really make mone from google ad sense.,Who makes money off google ad sense?,3.200000047683716,['कौन गूगल विज्ञापन अर्थ से पैसे बनाता है?'],['क्या वह वास्तव में गूगल विज्ञापन अर्थ से मोन बना सकता है।']
They know that the video doesn't show a gas chamber.,The bottom line is that the video clip doesn't show a gas chamber.,4.599999904632568,['अंत में यह है कि वीडियो क्लिप एक गैस कमर नहीं दिखाता है।'],['वे जानते हैं कि वीडियो में गैस चैम्बर नहीं दिखाता है।']
"Warm , maybe record.","Warmer , almost certainly a record.",4.400000095367432,"['वार्मर, लगभग निश्चित रूप से एक रिकार्ड।']","['गर्म, शायद रिकॉर्ड।']"
"""Bright but scatterbrained"" becomes ""treat with drugs"".","""Opinionated and stubborn"" becomes treat with drugs"".",2.200000047683716,"['""विवेचन और दृढ़ता"" ड्रग्स के साथ इलाज हो जाता है।']","['""बright, but scatterbrained"" becomes ""treat with drugs"".']"
"What is your definition of ""life""?",What's your definition of nature?,1.2000000476837158,['प्रकृति का आपका परिभाषा क्या है?'],"['""जीवन"" का आपका परिभाषा क्या है?']"
Could be a lot of things.,Could be a simple mistake.,2.200000047683716,['एक साधारण गलती हो सकता है।'],['बहुत कुछ हो सकता है।']
"No extortion, no bribery, no money involved He's asking for money for his vote.","No extortion, no bribery, no money involved Only class E felonies.",3.799999952316284,"['कोई उत्पीड़न, कोई षड्यंत्र, कोई पैसा शामिल नहीं केवल वर्ग ई अपराध।']","['कोई उत्पीड़न नहीं, कोई षड्यंत्र नहीं, कोई पैसा शामिल नहीं है वह अपने मत के लिए पैसे के लिए पूछ रहा है।']"
Dr. Neander's revised version.,"Neander's revised version""?",4.0,['नेअंडर की संशोधित संस्करण?'],['डॉ. नेअंडर का संशोधित संस्करण।']
Should I just tell her how I feel?,Should I just wait it out and see how it goes?,2.200000047683716,['क्या मैं इसे बाहर प्रतीक्षा करना चाहिए और यह कैसे चलता है देखने के लिए?'],['क्या मैं उसे बता दूं कि मैं कैसे महसूस करता हूँ?']
I. ATLANTIC REQUIREMENTS .,PACIFIC REQUIREMENTS .,0.800000011920929,['समुद्री आवश्यकताएं'],['1. अटलांटिक आवश्यकताएं']
you have no remains of a missile at the pentagon.,you have no witnesses for a missile at the pentagon.,2.5999999046325684,['आपके पास पंचभुज पर एक मिसाइल के लिए कोई गवाह नहीं है।'],['आपके पास पंचभुज में एक मिसाइल का कोई अवशेष नहीं है।']
"""Jane"" wants me to ask the helpful party guest to pay for it.",I can't believe she is asking YOU to ask the helpful party guest for money!,2.200000047683716,['मुझे विश्वास नहीं है कि वह आप से मददगार पार्टी अतिथि से पैसे के लिए पूछने के लिए कह रही है!'],"['""जेन"" चाहता है कि मैं मददगार पार्टी अतिथि से इसके लिए भुगतान करने के लिए पूछें।']"
any woman that wants birth control can get it.,Any woman that wants and abortion can get one.,1.600000023841858,['कोई भी महिला जो गर्भपात चाहता है उसे प्राप्त कर सकती है।'],['कोई भी महिला जो गर्भनिरोध चाहता है उसे प्राप्त कर सकता है।']
Is it legal to grow?,"Yes, it's legal to grow.",2.5999999046325684,"['हाँ, यह बढ़ना कानूनी है।']",['क्या बढ़ना कानूनी है?']
"pressing one does not ""do"" english.",Pressing one does send a tone.,1.7999999523162842,['एक दबाने से एक टोन भेजता है।'],"['एक दबाने के लिए ""अंग्रेज़ी करें"" नहीं है।']"
What's my opinion regarding the series?,What was my opinion of Firefly in the interim?,2.799999952316284,['अंतरिम में फायरफ्लाई के बारे में मेरा क्या मत था?'],['श्रृंखला के बारे में मेरी राय क्या है?']
We are all vessels filled with many wonders.,Chuck Close We are all vessels filled with many wonders.,3.5999999046325684,['हम सभी अनेक आश्चर्यों से भरे जहाज हैं।'],['हम सभी अनेक आश्चर्यों से भरे हुए पात्र हैं।']
Does he have supporters?,He definently has supporters.,2.0,['उसे स्पष्ट रूप से समर्थक हैं।'],['क्या उसके समर्थक हैं?']
"but okay, ultimate sovereignty?","Thus, ultimate sovereignty.",2.200000047683716,"['इस प्रकार, अंतिम प्रभुत्व।']","['लेकिन ठीक है, अंतिम प्रभुत्व?']"
that is not an answer.,"no, it's not an answer.",4.800000190734863,"['नहीं, यह एक जवाब नहीं है।']",['कि एक जवाब नहीं है।']
The Nazis increases the longevity of a handgun permit from  to  years.,The Nazis lowered the minimum age to buy a firearm from  to .,2.200000047683716,['नाजी ने आयु सीमा को कम कर दिया था जिससे एक बंदूक खरीदी जा सकती थी।'],['नाजियों ने हतियार की अनुमति की आयु को कई वर्षों से बढ़ा दिया।']
But we can't do it without help.,"We can't do it without you.""",3.5999999046325684,"['आप के बिना हम ऐसा नहीं कर सकते। ""']",['लेकिन हम मदद के बिना यह नहीं कर सकते।']
No healthy person needs gambling.,No healthy person needs sex.,1.399999976158142,['कोई स्वस्थ व्यक्ति को सेक्स की जरूरत नहीं है।'],['कोई स्वस्थ व्यक्ति जुआ खेलने की जरूरत नहीं रखता।']
"I said it wasn't a person, in the legal sense.","If it isn't a person, then WTF is it?",2.0,"['अगर यह कोई व्यक्ति नहीं है, तो यह WTF है?']","['मैंने कहा कि यह कानूनी अर्थ में, एक व्यक्ति नहीं था।']"
Do you see Obama calling for regulation reform?,"Do you see Obama calling for Cut, Cap and Balance?",1.7999999523162842,"['क्या आप देखते हैं कि ओबामा कट, कैप और संतुलन के लिए बुला रहा है?']",['क्या आप देखते हैं कि ओबामा विनियमन सुधार की मांग करता है?']
"""Leprechauns don't exist"" - fine.","""Elves don't exist"" - fine.",3.0,"['""ईल्फ़ मौजूद नहीं हैं""-ठीक है।']","['""Leprechauns अस्तित्व में नहीं है""-ठीक है।']"
Got some Heine and coors light i started it last night xanis.,i started it last night xanis.,2.0,['मैंने कल रात इसे आरंभ किया है जेनिस.'],['कुछ Heine और coors प्रकाश मिला मैं पिछले रात इसे शुरू कर दिया xanis.']
Iran is also a signed of the NPT and the IAEA.,"Gotta love the EK factoid that ""Iran is also a signed of the NPT and the IAEA.",4.199999809265137,"['ई. सी. के तथ्य को प्यार करना चाहिए कि ""इरान एन. पी. टी. और आई. ए. ए. ए. का भी एक हस्ताक्षर है।']",['ईरान एन. पी. टी. और आई. ए. ए. ए. का भी हस्ताक्षर करता है।']
"""Gorgons don't exist"" - fine.","""Satyrs don't exist"" - fine.",2.0,"['""शैतारी नहीं है"" ठीक है।']","['""गॉर्गन मौजूद नहीं हैं""-ठीक है।']"
"Best way to get money out is to get rid of lobby, all of it.",Best way to turn it on its head is to get money out.,3.0,['इसे अपने सिर पर घुमाने का सबसे अच्छा तरीका पैसे बाहर निकालना है।'],"['पैसे बाहर निकालने के लिए सबसे अच्छा तरीका है लॉबी से छुटकारा पाने के लिए, यह सब।']"
"I have  years of ""Neener Neener"" rights Usually I get pretty decent care.","I have  years of ""Neener Neener"" rights they are crack ups.",3.4000000953674316,"['मेरे पास वर्षों के ""नेनेनेर नेनेर"" अधिकार हैं वे crack ups हैं।']","['मेरे पास कई वर्षों के ""नेनेनेर नेनेर"" अधिकार हैं आमतौर पर मुझे काफी अच्छी देखभाल मिल जाती है।']"
Dutchy Has anyone heard from Dutchy?,"@NickFun, Has anyone heard from Dutchy?",3.5999999046325684,"['@NickFun, क्या किसी ने डचनी से सुना है?']",['डचनी क्या किसी ने डचनी से सुना है?']
"Commodity Expanded Value-Form, .",Elementary Commodity-Capital Value-Form .,3.5999999046325684,['मूलभूत वस्तु-पूंजी मूल्य-रूप'],"['कमोडिटी विस्तारित मान-फॉर्म,.']"
You are a Christian.,Therefore you are not a Christian.,1.399999976158142,['अतः तुम ईसाई नहीं हो।'],['तुम एक ईसाई हो।']
And the simple fact today?,I repeat: And the simple fact today?,4.0,['मैं दोहराता हूंः और आज का सादा तथ्य?'],['और आज के सरल तथ्य?']
Morals have absolutely nothing to do with it !,and morals and honesty have everything to do with it.,2.0,['और नैतिकता और ईमानदारी के साथ सब कुछ है।'],['इसके साथ नैतिकता का कोई सम्बन्ध नहीं है।']
"""Oh, you're such a good person!","You're such a bad person!""",1.7999999523162842,"['तुम बहुत बुरा आदमी हो!""']","['""ओह, तुम बहुत अच्छा आदमी हो!']"
